sku_id,part_name,category,aircraft_type,unit_cost_usd,lead_time_days,month_index,monthly_demand,annual_demand,holding_cost_pct,reorder_cost_usd,safety_stock,eoq,abc_class,aog_critical
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,7,8,96,0.25,1500.0,2,3,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,8,3,36,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,9,10,120,0.25,1500.0,2,3,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,10,6,72,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,11,5,60,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,12,3,36,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,13,3,36,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,14,7,84,0.25,1500.0,2,3,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,15,4,48,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,16,4,48,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,17,3,36,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,18,7,84,0.25,1500.0,2,3,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,19,4,48,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,20,7,84,0.25,1500.0,2,3,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,21,5,60,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,22,2,24,0.25,1500.0,2,1,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,23,4,48,0.25,1500.0,2,2,A,True
MRO-0002,Engine Component [B777-300ER] #2,Engine Component,B777-300ER,106872.81,33,24,2,24,0.25,1500.0,2,1,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,1,3,36,0.25,1500.0,2,6,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,2,3,36,0.25,1500.0,2,6,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,3,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,4,2,24,0.25,1500.0,2,5,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,5,0,0,0.25,1500.0,2,1,C,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,6,2,24,0.25,1500.0,2,5,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,7,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,8,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,9,7,84,0.25,1500.0,2,10,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,10,3,36,0.25,1500.0,2,6,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,11,2,24,0.25,1500.0,2,5,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,12,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,13,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,14,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,15,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,16,4,48,0.25,1500.0,2,7,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,17,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,18,4,48,0.25,1500.0,2,7,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,19,2,24,0.25,1500.0,2,5,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,20,2,24,0.25,1500.0,2,5,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,21,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,22,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,23,1,12,0.25,1500.0,2,3,A,True
MRO-0003,Engine Component [B737-800] #3,Engine Component,B737-800,10181.26,34,24,6,72,0.25,1500.0,2,9,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,1,5,60,0.25,1500.0,2,2,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,2,3,36,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,3,1,12,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,4,6,72,0.25,1500.0,2,2,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,5,2,24,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,6,1,12,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,7,7,84,0.25,1500.0,2,2,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,8,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,9,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,10,0,0,0.25,1500.0,2,1,C,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,11,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,12,3,36,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,13,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,14,3,36,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,15,1,12,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,16,1,12,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,17,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,18,0,0,0.25,1500.0,2,1,C,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,19,0,0,0.25,1500.0,2,1,C,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,20,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,21,5,60,0.25,1500.0,2,2,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,22,1,12,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,23,4,48,0.25,1500.0,2,1,A,True
MRO-0004,Engine Component [B737-800] #4,Engine Component,B737-800,149568.59,38,24,2,24,0.25,1500.0,2,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,1,1,12,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,2,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,3,5,60,0.25,1500.0,4,2,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,4,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,5,4,48,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,6,2,24,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,7,2,24,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,8,4,48,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,9,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,10,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,11,6,72,0.25,1500.0,4,2,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,12,4,48,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,13,6,72,0.25,1500.0,4,2,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,14,1,12,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,15,1,12,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,16,0,0,0.25,1500.0,4,1,C,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,17,2,24,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,18,2,24,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,19,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,20,1,12,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,21,5,60,0.25,1500.0,4,2,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,22,3,36,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,23,2,24,0.25,1500.0,4,1,A,True
MRO-0005,Engine Component [A350-900] #5,Engine Component,A350-900,178926.65,118,24,6,72,0.25,1500.0,4,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,1,4,48,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,2,3,36,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,3,4,48,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,4,6,72,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,5,11,132,0.25,1500.0,3,3,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,6,5,60,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,7,2,24,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,8,4,48,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,9,12,144,0.25,1500.0,3,3,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,10,10,120,0.25,1500.0,3,3,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,11,6,72,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,12,6,72,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,13,2,24,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,14,7,84,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,15,2,24,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,16,2,24,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,17,7,84,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,18,4,48,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,19,5,60,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,20,6,72,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,21,4,48,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,22,1,12,0.25,1500.0,3,1,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,23,7,84,0.25,1500.0,3,2,A,True
MRO-0006,Engine Component [A350-900] #6,Engine Component,A350-900,114820.18,65,24,8,96,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,1,12,144,0.25,1500.0,3,5,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,2,6,72,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,3,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,4,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,5,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,6,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,7,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,8,8,96,0.25,1500.0,3,4,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,9,5,60,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,10,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,11,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,12,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,13,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,14,10,120,0.25,1500.0,3,4,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,15,6,72,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,16,1,12,0.25,1500.0,3,1,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,17,2,24,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,18,7,84,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,19,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,20,3,36,0.25,1500.0,3,2,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,21,5,60,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,22,4,48,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,23,7,84,0.25,1500.0,3,3,A,True
MRO-0007,Engine Component [B737-800] #7,Engine Component,B737-800,64136.16,59,24,6,72,0.25,1500.0,3,3,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,1,0,0,0.25,1500.0,3,1,C,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,2,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,3,2,24,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,4,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,5,4,48,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,6,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,7,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,8,2,24,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,9,4,48,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,10,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,11,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,12,2,24,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,13,1,12,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,14,2,24,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,15,0,0,0.25,1500.0,3,1,C,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,16,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,17,1,12,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,18,1,12,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,19,0,0,0.25,1500.0,3,1,C,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,20,3,36,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,21,0,0,0.25,1500.0,3,1,C,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,22,1,12,0.25,1500.0,3,1,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,23,6,72,0.25,1500.0,3,2,A,True
MRO-0008,Engine Component [B737-800] #8,Engine Component,B737-800,200027.0,76,24,1,12,0.25,1500.0,3,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,1,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,2,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,3,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,4,3,36,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,5,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,6,2,24,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,7,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,8,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,9,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,10,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,11,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,12,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,13,3,36,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,14,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,15,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,16,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,17,3,36,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,18,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,19,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,20,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,21,0,0,0.25,1500.0,2,1,C,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,22,3,36,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,23,1,12,0.25,1500.0,2,1,A,True
MRO-0009,Engine Component [B777-300ER] #9,Engine Component,B777-300ER,140460.07,38,24,0,0,0.25,1500.0,2,1,C,True
MRO-0010,Engine Component [B777-300ER] #10,Engine Component,B777-300ER,12363.37,40,1,3,36,0.25,1500.0,2,5,A,True
MRO-0010,Engine Component [B777-300ER] #10,Engine Component,B777-300ER,12363.37,40,2,5,60,0.25,1500.0,2,7,A,True
MRO-0010,Engine Component [B777-300ER] #10,Engine Component,B777-300ER,12363.37,40,3,3,36,0.25,1500.0,2,5,A,True
